#separator:Semicolon
#html:false
"Indicativo
Presente

yo [abandonar]";"yo abandono"
"Indicativo
Presente

Ustedes [regar]";"Ustedes riegan"
"Indicativo
Presente

yo [regatear]";"yo regateo"
"Indicativo
Presente

tú [regatear]";"tú regateas"
"Indicativo
Presente

él [regatear]";"él regatea"
"Indicativo
Presente

ella [regatear]";"ella regatea"
"Indicativo
Presente

Usted [regatear]";"Usted regatea"
"Indicativo
Presente

nosotros [regatear]";"nosotros regateamos"
"Indicativo
Presente

nosotras [regatear]";"nosotras regateamos"
"Indicativo
Presente

vosotros [regatear]";"vosotros regateáis"
"Indicativo
Presente

vosotras [regatear]";"vosotras regateáis"
"Indicativo
Presente

ellos [regatear]";"ellos regatean"
"Indicativo
Presente

ellas [regatear]";"ellas regatean"
"Indicativo
Presente

Ustedes [regatear]";"Ustedes regatean"
"Indicativo
Presente

yo [registrar]";"yo registro"
"Indicativo
Presente

tú [registrar]";"tú registras"
"Indicativo
Presente

él [registrar]";"él registra"
"Indicativo
Presente

ella [registrar]";"ella registra"
"Indicativo
Presente

Usted [registrar]";"Usted registra"
"Indicativo
Presente

nosotros [registrar]";"nosotros registramos"
"Indicativo
Presente

nosotras [registrar]";"nosotras registramos"
"Indicativo
Presente

vosotros [registrar]";"vosotros registráis"
"Indicativo
Presente

vosotras [registrar]";"vosotras registráis"
"Indicativo
Presente

ellos [registrar]";"ellos registran"
"Indicativo
Presente

ellas [registrar]";"ellas registran"
"Indicativo
Presente

Ustedes [registrar]";"Ustedes registran"
"Indicativo
Presente

yo [regresar]";"yo regreso"
"Indicativo
Presente

tú [regresar]";"tú regresas"
"Indicativo
Presente

él [regresar]";"él regresa"
"Indicativo
Presente

ella [regresar]";"ella regresa"
"Indicativo
Presente

Usted [regresar]";"Usted regresa"
"Indicativo
Presente

nosotros [regresar]";"nosotros regresamos"
"Indicativo
Presente

nosotras [regresar]";"nosotras regresamos"
"Indicativo
Presente

vosotros [regresar]";"vosotros regresáis"
"Indicativo
Presente

vosotras [regresar]";"vosotras regresáis"
"Indicativo
Presente

ellos [regresar]";"ellos regresan"
"Indicativo
Presente

ellas [regresar]";"ellas regresan"
"Indicativo
Presente

Ustedes [regresar]";"Ustedes regresan"
"Indicativo
Presente

yo [regular]";"yo regulo"
"Indicativo
Presente

tú [regular]";"tú regulas"
"Indicativo
Presente

él [regular]";"él regula"
"Indicativo
Presente

ella [regular]";"ella regula"
"Indicativo
Presente

Usted [regular]";"Usted regula"
"Indicativo
Presente

nosotros [regular]";"nosotros regulamos"
"Indicativo
Presente

nosotras [regular]";"nosotras regulamos"
"Indicativo
Presente

vosotros [regular]";"vosotros reguláis"
"Indicativo
Presente

vosotras [regular]";"vosotras reguláis"
"Indicativo
Presente

ellos [regular]";"ellos regulan"
"Indicativo
Presente

ellas [regular]";"ellas regulan"
"Indicativo
Presente

Ustedes [regular]";"Ustedes regulan"
"Indicativo
Presente

yo [rehusar]";"yo rehúso"
"Indicativo
Presente

tú [rehusar]";"tú rehúsas"
"Indicativo
Presente

él [rehusar]";"él rehúsa"
"Indicativo
Presente

ella [rehusar]";"ella rehúsa"
"Indicativo
Presente

Usted [rehusar]";"Usted rehúsa"
"Indicativo
Presente

nosotros [rehusar]";"nosotros rehusamos"
"Indicativo
Presente

nosotras [rehusar]";"nosotras rehusamos"
"Indicativo
Presente

vosotros [rehusar]";"vosotros rehusáis"
"Indicativo
Presente

vosotras [rehusar]";"vosotras rehusáis"
"Indicativo
Presente

ellos [rehusar]";"ellos rehúsan"
"Indicativo
Presente

ellas [rehusar]";"ellas rehúsan"
"Indicativo
Presente

Ustedes [rehusar]";"Ustedes rehúsan"
"Indicativo
Presente

yo [renunciar]";"yo renuncio"
"Indicativo
Presente

tú [renunciar]";"tú renuncias"
"Indicativo
Presente

él [renunciar]";"él renuncia"
"Indicativo
Presente

ella [renunciar]";"ella renuncia"
"Indicativo
Presente

Usted [renunciar]";"Usted renuncia"
"Indicativo
Presente

nosotros [renunciar]";"nosotros renunciamos"
"Indicativo
Presente

nosotras [renunciar]";"nosotras renunciamos"
"Indicativo
Presente

vosotros [renunciar]";"vosotros renunciáis"
"Indicativo
Presente

vosotras [renunciar]";"vosotras renunciáis"
"Indicativo
Presente

ellos [renunciar]";"ellos renuncian"
"Indicativo
Presente

ellas [renunciar]";"ellas renuncian"
"Indicativo
Presente

Ustedes [renunciar]";"Ustedes renuncian"
"Indicativo
Presente

yo [reparar]";"yo reparo"
"Indicativo
Presente

tú [reparar]";"tú reparas"
"Indicativo
Presente

él [reparar]";"él repara"
"Indicativo
Presente

ella [reparar]";"ella repara"
"Indicativo
Presente

Usted [reparar]";"Usted repara"
"Indicativo
Presente

nosotros [reparar]";"nosotros reparamos"
"Indicativo
Presente

nosotras [reparar]";"nosotras reparamos"
"Indicativo
Presente

vosotros [reparar]";"vosotros reparáis"
"Indicativo
Presente

vosotras [reparar]";"vosotras reparáis"
"Indicativo
Presente

ellos [reparar]";"ellos reparan"
"Indicativo
Presente

ellas [reparar]";"ellas reparan"
"Indicativo
Presente

Ustedes [reparar]";"Ustedes reparan"
"Indicativo
Presente

yo [repasar]";"yo repaso"
"Indicativo
Presente

tú [repasar]";"tú repasas"
"Indicativo
Presente

él [repasar]";"él repasa"
"Indicativo
Presente

ella [repasar]";"ella repasa"
"Indicativo
Presente

Usted [repasar]";"Usted repasa"
"Indicativo
Presente

nosotros [repasar]";"nosotros repasamos"
"Indicativo
Presente

nosotras [repasar]";"nosotras repasamos"
"Indicativo
Presente

vosotros [repasar]";"vosotros repasáis"
"Indicativo
Presente

vosotras [repasar]";"vosotras repasáis"
"Indicativo
Presente

ellos [repasar]";"ellos repasan"
"Indicativo
Presente

ellas [repasar]";"ellas repasan"
"Indicativo
Presente

Ustedes [repasar]";"Ustedes repasan"
"Indicativo
Presente

yo [replicar]";"yo replico"
"Indicativo
Presente

tú [replicar]";"tú replicas"
"Indicativo
Presente

él [replicar]";"él replica"
"Indicativo
Presente

ella [replicar]";"ella replica"
"Indicativo
Presente

Usted [replicar]";"Usted replica"
"Indicativo
Presente

nosotros [replicar]";"nosotros replicamos"
"Indicativo
Presente

nosotras [replicar]";"nosotras replicamos"
"Indicativo
Presente

vosotros [replicar]";"vosotros replicáis"
"Indicativo
Presente

vosotras [replicar]";"vosotras replicáis"
"Indicativo
Presente

ellos [replicar]";"ellos replican"
"Indicativo
Presente

ellas [replicar]";"ellas replican"
"Indicativo
Presente

Ustedes [replicar]";"Ustedes replican"
"Indicativo
Presente

yo [reportar]";"yo reporto"
"Indicativo
Presente

tú [reportar]";"tú reportas"
"Indicativo
Presente

él [reportar]";"él reporta"
"Indicativo
Presente

ella [reportar]";"ella reporta"
"Indicativo
Presente

Usted [reportar]";"Usted reporta"
"Indicativo
Presente

nosotros [reportar]";"nosotros reportamos"
"Indicativo
Presente

nosotras [reportar]";"nosotras reportamos"
"Indicativo
Presente

vosotros [reportar]";"vosotros reportáis"
"Indicativo
Presente

vosotras [reportar]";"vosotras reportáis"
"Indicativo
Presente

ellos [reportar]";"ellos reportan"
"Indicativo
Presente

ellas [reportar]";"ellas reportan"
"Indicativo
Presente

Ustedes [reportar]";"Ustedes reportan"
"Indicativo
Presente

yo [reservar]";"yo reservo"
"Indicativo
Presente

tú [reservar]";"tú reservas"
"Indicativo
Presente

él [reservar]";"él reserva"
"Indicativo
Presente

ella [reservar]";"ella reserva"
"Indicativo
Presente

Usted [reservar]";"Usted reserva"
"Indicativo
Presente

nosotros [reservar]";"nosotros reservamos"
"Indicativo
Presente

nosotras [reservar]";"nosotras reservamos"
"Indicativo
Presente

vosotros [reservar]";"vosotros reserváis"
"Indicativo
Presente

vosotras [reservar]";"vosotras reserváis"
"Indicativo
Presente

ellos [reservar]";"ellos reservan"
"Indicativo
Presente

ellas [reservar]";"ellas reservan"
"Indicativo
Presente

Ustedes [reservar]";"Ustedes reservan"
"Indicativo
Presente

yo [respetar]";"yo respeto"
"Indicativo
Presente

tú [respetar]";"tú respetas"
"Indicativo
Presente

él [respetar]";"él respeta"
"Indicativo
Presente

ella [respetar]";"ella respeta"
"Indicativo
Presente

Usted [respetar]";"Usted respeta"
"Indicativo
Presente

nosotros [respetar]";"nosotros respetamos"
"Indicativo
Presente

nosotras [respetar]";"nosotras respetamos"
"Indicativo
Presente

vosotros [respetar]";"vosotros respetáis"
"Indicativo
Presente

vosotras [respetar]";"vosotras respetáis"
"Indicativo
Presente

ellos [respetar]";"ellos respetan"
"Indicativo
Presente

ellas [respetar]";"ellas respetan"
"Indicativo
Presente

Ustedes [respetar]";"Ustedes respetan"
"Indicativo
Presente

yo [respirar]";"yo respiro"
"Indicativo
Presente

tú [respirar]";"tú respiras"
"Indicativo
Presente

él [respirar]";"él respira"
"Indicativo
Presente

ella [respirar]";"ella respira"
"Indicativo
Presente

Usted [respirar]";"Usted respira"
"Indicativo
Presente

nosotros [respirar]";"nosotros respiramos"
"Indicativo
Presente

nosotras [respirar]";"nosotras respiramos"
"Indicativo
Presente

vosotros [respirar]";"vosotros respiráis"
"Indicativo
Presente

vosotras [respirar]";"vosotras respiráis"
"Indicativo
Presente

ellos [respirar]";"ellos respiran"
"Indicativo
Presente

ellas [respirar]";"ellas respiran"
"Indicativo
Presente

Ustedes [respirar]";"Ustedes respiran"
"Indicativo
Presente

yo [resultar]";"yo resulto"
"Indicativo
Presente

tú [resultar]";"tú resultas"
"Indicativo
Presente

él [resultar]";"él resulta"
"Indicativo
Presente

ella [resultar]";"ella resulta"
"Indicativo
Presente

Usted [resultar]";"Usted resulta"
"Indicativo
Presente

nosotros [resultar]";"nosotros resultamos"
"Indicativo
Presente

nosotras [resultar]";"nosotras resultamos"
"Indicativo
Presente

vosotros [resultar]";"vosotros resultáis"
"Indicativo
Presente

vosotras [resultar]";"vosotras resultáis"
"Indicativo
Presente

ellos [resultar]";"ellos resultan"
"Indicativo
Presente

ellas [resultar]";"ellas resultan"
"Indicativo
Presente

Ustedes [resultar]";"Ustedes resultan"
"Indicativo
Presente

yo [revelar]";"yo revelo"
"Indicativo
Presente

tú [revelar]";"tú revelas"
"Indicativo
Presente

él [revelar]";"él revela"
"Indicativo
Presente

ella [revelar]";"ella revela"
"Indicativo
Presente

Usted [revelar]";"Usted revela"
"Indicativo
Presente

nosotros [revelar]";"nosotros revelamos"
"Indicativo
Presente

nosotras [revelar]";"nosotras revelamos"
"Indicativo
Presente

vosotros [revelar]";"vosotros reveláis"
"Indicativo
Presente

vosotras [revelar]";"vosotras reveláis"
"Indicativo
Presente

ellos [revelar]";"ellos revelan"
"Indicativo
Presente

ellas [revelar]";"ellas revelan"
"Indicativo
Presente

Ustedes [revelar]";"Ustedes revelan"
"Indicativo
Presente

yo [rezar]";"yo rezo"
"Indicativo
Presente

tú [rezar]";"tú rezas"
"Indicativo
Presente

él [rezar]";"él reza"
"Indicativo
Presente

ella [rezar]";"ella reza"
"Indicativo
Presente

Usted [rezar]";"Usted reza"
"Indicativo
Presente

nosotros [rezar]";"nosotros rezamos"
"Indicativo
Presente

nosotras [rezar]";"nosotras rezamos"
"Indicativo
Presente

vosotros [rezar]";"vosotros rezáis"
"Indicativo
Presente

vosotras [rezar]";"vosotras rezáis"
"Indicativo
Presente

ellos [rezar]";"ellos rezan"
"Indicativo
Presente

ellas [rezar]";"ellas rezan"
"Indicativo
Presente

Ustedes [rezar]";"Ustedes rezan"
"Indicativo
Presente

yo [robar]";"yo robo"
"Indicativo
Presente

tú [robar]";"tú robas"
"Indicativo
Presente

él [robar]";"él roba"
"Indicativo
Presente

ella [robar]";"ella roba"
"Indicativo
Presente

Usted [robar]";"Usted roba"
"Indicativo
Presente

nosotros [robar]";"nosotros robamos"
"Indicativo
Presente

nosotras [robar]";"nosotras robamos"
"Indicativo
Presente

vosotros [robar]";"vosotros robáis"
"Indicativo
Presente

vosotras [robar]";"vosotras robáis"
"Indicativo
Presente

ellos [robar]";"ellos roban"
"Indicativo
Presente

ellas [robar]";"ellas roban"
"Indicativo
Presente

Ustedes [robar]";"Ustedes roban"
"Indicativo
Presente

yo [rogar]";"yo ruego"
"Indicativo
Presente

tú [rogar]";"tú ruegas"
"Indicativo
Presente

él [rogar]";"él ruega"
"Indicativo
Presente

ella [rogar]";"ella ruega"
"Indicativo
Presente

Usted [rogar]";"Usted ruega"
"Indicativo
Presente

nosotros [rogar]";"nosotros rogamos"
"Indicativo
Presente

nosotras [rogar]";"nosotras rogamos"
"Indicativo
Presente

vosotros [rogar]";"vosotros rogáis"
"Indicativo
Presente

vosotras [rogar]";"vosotras rogáis"
"Indicativo
Presente

ellos [rogar]";"ellos ruegan"
"Indicativo
Presente

ellas [rogar]";"ellas ruegan"
"Indicativo
Presente

Ustedes [rogar]";"Ustedes ruegan"
"Indicativo
Presente

yo [sacar]";"yo saco"
"Indicativo
Presente

tú [sacar]";"tú sacas"
"Indicativo
Presente

él [sacar]";"él saca"
"Indicativo
Presente

ella [sacar]";"ella saca"
"Indicativo
Presente

Usted [sacar]";"Usted saca"
"Indicativo
Presente

nosotros [sacar]";"nosotros sacamos"
"Indicativo
Presente

nosotras [sacar]";"nosotras sacamos"
"Indicativo
Presente

vosotros [sacar]";"vosotros sacáis"
"Indicativo
Presente

vosotras [sacar]";"vosotras sacáis"
"Indicativo
Presente

ellos [sacar]";"ellos sacan"
"Indicativo
Presente

ellas [sacar]";"ellas sacan"
"Indicativo
Presente

Ustedes [sacar]";"Ustedes sacan"
"Indicativo
Presente

yo [sacrificar]";"yo sacrifico"
"Indicativo
Presente

tú [sacrificar]";"tú sacrificas"
"Indicativo
Presente

él [sacrificar]";"él sacrifica"
"Indicativo
Presente

ella [sacrificar]";"ella sacrifica"
"Indicativo
Presente

Usted [sacrificar]";"Usted sacrifica"
"Indicativo
Presente

nosotros [sacrificar]";"nosotros sacrificamos"
"Indicativo
Presente

nosotras [sacrificar]";"nosotras sacrificamos"
"Indicativo
Presente

vosotros [sacrificar]";"vosotros sacrificáis"
"Indicativo
Presente

vosotras [sacrificar]";"vosotras sacrificáis"
"Indicativo
Presente

ellos [sacrificar]";"ellos sacrifican"
"Indicativo
Presente

ellas [sacrificar]";"ellas sacrifican"
"Indicativo
Presente

Ustedes [sacrificar]";"Ustedes sacrifican"
"Indicativo
Presente

yo [saltar]";"yo salto"
"Indicativo
Presente

tú [saltar]";"tú saltas"
"Indicativo
Presente

él [saltar]";"él salta"
"Indicativo
Presente

ella [saltar]";"ella salta"
"Indicativo
Presente

Usted [saltar]";"Usted salta"
"Indicativo
Presente

nosotros [saltar]";"nosotros saltamos"
"Indicativo
Presente

nosotras [saltar]";"nosotras saltamos"
"Indicativo
Presente

vosotros [saltar]";"vosotros saltáis"
"Indicativo
Presente

vosotras [saltar]";"vosotras saltáis"
"Indicativo
Presente

ellos [saltar]";"ellos saltan"
"Indicativo
Presente

ellas [saltar]";"ellas saltan"
"Indicativo
Presente

Ustedes [saltar]";"Ustedes saltan"
"Indicativo
Presente

yo [saludar]";"yo saludo"
"Indicativo
Presente

tú [saludar]";"tú saludas"
"Indicativo
Presente

él [saludar]";"él saluda"
"Indicativo
Presente

ella [saludar]";"ella saluda"
"Indicativo
Presente

Usted [saludar]";"Usted saluda"
"Indicativo
Presente

nosotros [saludar]";"nosotros saludamos"
"Indicativo
Presente

nosotras [saludar]";"nosotras saludamos"
"Indicativo
Presente

vosotros [saludar]";"vosotros saludáis"
"Indicativo
Presente

vosotras [saludar]";"vosotras saludáis"
"Indicativo
Presente

ellos [saludar]";"ellos saludan"
"Indicativo
Presente

ellas [saludar]";"ellas saludan"
"Indicativo
Presente

Ustedes [saludar]";"Ustedes saludan"
"Indicativo
Presente

yo [salvar]";"yo salvo"
"Indicativo
Presente

tú [salvar]";"tú salvas"
"Indicativo
Presente

él [salvar]";"él salva"
"Indicativo
Presente

ella [salvar]";"ella salva"
"Indicativo
Presente

Usted [salvar]";"Usted salva"
"Indicativo
Presente

nosotros [salvar]";"nosotros salvamos"
"Indicativo
Presente

nosotras [salvar]";"nosotras salvamos"
"Indicativo
Presente

vosotros [salvar]";"vosotros salváis"
"Indicativo
Presente

vosotras [salvar]";"vosotras salváis"
"Indicativo
Presente

ellos [salvar]";"ellos salvan"
"Indicativo
Presente

ellas [salvar]";"ellas salvan"
"Indicativo
Presente

Ustedes [salvar]";"Ustedes salvan"
"Indicativo
Presente

yo [satirizar]";"yo satirizo"
"Indicativo
Presente

tú [satirizar]";"tú satirizas"
"Indicativo
Presente

él [satirizar]";"él satiriza"
"Indicativo
Presente

ella [satirizar]";"ella satiriza"
"Indicativo
Presente

Usted [satirizar]";"Usted satiriza"
"Indicativo
Presente

nosotros [satirizar]";"nosotros satirizamos"
"Indicativo
Presente

nosotras [satirizar]";"nosotras satirizamos"
"Indicativo
Presente

vosotros [satirizar]";"vosotros satirizáis"
"Indicativo
Presente

vosotras [satirizar]";"vosotras satirizáis"
"Indicativo
Presente

ellos [satirizar]";"ellos satirizan"
"Indicativo
Presente

ellas [satirizar]";"ellas satirizan"
"Indicativo
Presente

Ustedes [satirizar]";"Ustedes satirizan"
"Indicativo
Presente

yo [secar]";"yo seco"
"Indicativo
Presente

tú [secar]";"tú secas"
"Indicativo
Presente

él [secar]";"él seca"
"Indicativo
Presente

ella [secar]";"ella seca"
"Indicativo
Presente

Usted [secar]";"Usted seca"
"Indicativo
Presente

nosotros [secar]";"nosotros secamos"
"Indicativo
Presente

nosotras [secar]";"nosotras secamos"
"Indicativo
Presente

vosotros [secar]";"vosotros secáis"
"Indicativo
Presente

vosotras [secar]";"vosotras secáis"
"Indicativo
Presente

ellos [secar]";"ellos secan"
"Indicativo
Presente

ellas [secar]";"ellas secan"
"Indicativo
Presente

Ustedes [secar]";"Ustedes secan"
"Indicativo
Presente

yo [sentar]";"yo siento"
"Indicativo
Presente

tú [sentar]";"tú sientas"
"Indicativo
Presente

él [sentar]";"él sienta"
"Indicativo
Presente

ella [sentar]";"ella sienta"
"Indicativo
Presente

Usted [sentar]";"Usted sienta"
"Indicativo
Presente

nosotros [sentar]";"nosotros sentamos"
"Indicativo
Presente

nosotras [sentar]";"nosotras sentamos"
"Indicativo
Presente

vosotros [sentar]";"vosotros sentáis"
"Indicativo
Presente

vosotras [sentar]";"vosotras sentáis"
"Indicativo
Presente

ellos [sentar]";"ellos sientan"
"Indicativo
Presente

ellas [sentar]";"ellas sientan"
"Indicativo
Presente

Ustedes [sentar]";"Ustedes sientan"
"Indicativo
Presente

yo [señalar]";"yo señalo"
"Indicativo
Presente

tú [señalar]";"tú señalas"
"Indicativo
Presente

él [señalar]";"él señala"
"Indicativo
Presente

ella [señalar]";"ella señala"
"Indicativo
Presente

Usted [señalar]";"Usted señala"
"Indicativo
Presente

nosotros [señalar]";"nosotros señalamos"
"Indicativo
Presente

nosotras [señalar]";"nosotras señalamos"
"Indicativo
Presente

vosotros [señalar]";"vosotros señaláis"
