#separator:Semicolon
#html:false
"Indicativo
Pretérito

yo [abandonar]";"yo abandoné"
"Indicativo
Pretérito

ellos [saltar]";"ellos saltaron"
"Indicativo
Pretérito

ellas [saltar]";"ellas saltaron"
"Indicativo
Pretérito

Ustedes [saltar]";"Ustedes saltaron"
"Indicativo
Pretérito

yo [saludar]";"yo saludé"
"Indicativo
Pretérito

tú [saludar]";"tú saludaste"
"Indicativo
Pretérito

él [saludar]";"él saludó"
"Indicativo
Pretérito

ella [saludar]";"ella saludó"
"Indicativo
Pretérito

Usted [saludar]";"Usted saludó"
"Indicativo
Pretérito

nosotros [saludar]";"nosotros saludamos"
"Indicativo
Pretérito

nosotras [saludar]";"nosotras saludamos"
"Indicativo
Pretérito

vosotros [saludar]";"vosotros saludasteis"
"Indicativo
Pretérito

vosotras [saludar]";"vosotras saludasteis"
"Indicativo
Pretérito

ellos [saludar]";"ellos saludaron"
"Indicativo
Pretérito

ellas [saludar]";"ellas saludaron"
"Indicativo
Pretérito

Ustedes [saludar]";"Ustedes saludaron"
"Indicativo
Pretérito

yo [salvar]";"yo salvé"
"Indicativo
Pretérito

tú [salvar]";"tú salvaste"
"Indicativo
Pretérito

él [salvar]";"él salvó"
"Indicativo
Pretérito

ella [salvar]";"ella salvó"
"Indicativo
Pretérito

Usted [salvar]";"Usted salvó"
"Indicativo
Pretérito

nosotros [salvar]";"nosotros salvamos"
"Indicativo
Pretérito

nosotras [salvar]";"nosotras salvamos"
"Indicativo
Pretérito

vosotros [salvar]";"vosotros salvasteis"
"Indicativo
Pretérito

vosotras [salvar]";"vosotras salvasteis"
"Indicativo
Pretérito

ellos [salvar]";"ellos salvaron"
"Indicativo
Pretérito

ellas [salvar]";"ellas salvaron"
"Indicativo
Pretérito

Ustedes [salvar]";"Ustedes salvaron"
"Indicativo
Pretérito

yo [satirizar]";"yo satiricé"
"Indicativo
Pretérito

tú [satirizar]";"tú satirizaste"
"Indicativo
Pretérito

él [satirizar]";"él satirizó"
"Indicativo
Pretérito

ella [satirizar]";"ella satirizó"
"Indicativo
Pretérito

Usted [satirizar]";"Usted satirizó"
"Indicativo
Pretérito

nosotros [satirizar]";"nosotros satirizamos"
"Indicativo
Pretérito

nosotras [satirizar]";"nosotras satirizamos"
"Indicativo
Pretérito

vosotros [satirizar]";"vosotros satirizasteis"
"Indicativo
Pretérito

vosotras [satirizar]";"vosotras satirizasteis"
"Indicativo
Pretérito

ellos [satirizar]";"ellos satirizaron"
"Indicativo
Pretérito

ellas [satirizar]";"ellas satirizaron"
"Indicativo
Pretérito

Ustedes [satirizar]";"Ustedes satirizaron"
"Indicativo
Pretérito

yo [secar]";"yo sequé"
"Indicativo
Pretérito

tú [secar]";"tú secaste"
"Indicativo
Pretérito

él [secar]";"él secó"
"Indicativo
Pretérito

ella [secar]";"ella secó"
"Indicativo
Pretérito

Usted [secar]";"Usted secó"
"Indicativo
Pretérito

nosotros [secar]";"nosotros secamos"
"Indicativo
Pretérito

nosotras [secar]";"nosotras secamos"
"Indicativo
Pretérito

vosotros [secar]";"vosotros secasteis"
"Indicativo
Pretérito

vosotras [secar]";"vosotras secasteis"
"Indicativo
Pretérito

ellos [secar]";"ellos secaron"
"Indicativo
Pretérito

ellas [secar]";"ellas secaron"
"Indicativo
Pretérito

Ustedes [secar]";"Ustedes secaron"
"Indicativo
Pretérito

yo [sentar]";"yo senté"
"Indicativo
Pretérito

tú [sentar]";"tú sentaste"
"Indicativo
Pretérito

él [sentar]";"él sentó"
"Indicativo
Pretérito

ella [sentar]";"ella sentó"
"Indicativo
Pretérito

Usted [sentar]";"Usted sentó"
"Indicativo
Pretérito

nosotros [sentar]";"nosotros sentamos"
"Indicativo
Pretérito

nosotras [sentar]";"nosotras sentamos"
"Indicativo
Pretérito

vosotros [sentar]";"vosotros sentasteis"
"Indicativo
Pretérito

vosotras [sentar]";"vosotras sentasteis"
"Indicativo
Pretérito

ellos [sentar]";"ellos sentaron"
"Indicativo
Pretérito

ellas [sentar]";"ellas sentaron"
"Indicativo
Pretérito

Ustedes [sentar]";"Ustedes sentaron"
"Indicativo
Pretérito

yo [señalar]";"yo señalé"
"Indicativo
Pretérito

tú [señalar]";"tú señalaste"
"Indicativo
Pretérito

él [señalar]";"él señaló"
"Indicativo
Pretérito

ella [señalar]";"ella señaló"
"Indicativo
Pretérito

Usted [señalar]";"Usted señaló"
"Indicativo
Pretérito

nosotros [señalar]";"nosotros señalamos"
"Indicativo
Pretérito

nosotras [señalar]";"nosotras señalamos"
"Indicativo
Pretérito

vosotros [señalar]";"vosotros señalasteis"
"Indicativo
Pretérito

vosotras [señalar]";"vosotras señalasteis"
"Indicativo
Pretérito

ellos [señalar]";"ellos señalaron"
"Indicativo
Pretérito

ellas [señalar]";"ellas señalaron"
"Indicativo
Pretérito

Ustedes [señalar]";"Ustedes señalaron"
"Indicativo
Pretérito

yo [significar]";"yo signifiqué"
"Indicativo
Pretérito

tú [significar]";"tú significaste"
"Indicativo
Pretérito

él [significar]";"él significó"
"Indicativo
Pretérito

ella [significar]";"ella significó"
"Indicativo
Pretérito

Usted [significar]";"Usted significó"
"Indicativo
Pretérito

nosotros [significar]";"nosotros significamos"
"Indicativo
Pretérito

nosotras [significar]";"nosotras significamos"
"Indicativo
Pretérito

vosotros [significar]";"vosotros significasteis"
"Indicativo
Pretérito

vosotras [significar]";"vosotras significasteis"
"Indicativo
Pretérito

ellos [significar]";"ellos significaron"
"Indicativo
Pretérito

ellas [significar]";"ellas significaron"
"Indicativo
Pretérito

Ustedes [significar]";"Ustedes significaron"
"Indicativo
Pretérito

yo [simbolizar]";"yo simbolicé"
"Indicativo
Pretérito

tú [simbolizar]";"tú simbolizaste"
"Indicativo
Pretérito

él [simbolizar]";"él simbolizó"
"Indicativo
Pretérito

ella [simbolizar]";"ella simbolizó"
"Indicativo
Pretérito

Usted [simbolizar]";"Usted simbolizó"
"Indicativo
Pretérito

nosotros [simbolizar]";"nosotros simbolizamos"
"Indicativo
Pretérito

nosotras [simbolizar]";"nosotras simbolizamos"
"Indicativo
Pretérito

vosotros [simbolizar]";"vosotros simbolizasteis"
"Indicativo
Pretérito

vosotras [simbolizar]";"vosotras simbolizasteis"
"Indicativo
Pretérito

ellos [simbolizar]";"ellos simbolizaron"
"Indicativo
Pretérito

ellas [simbolizar]";"ellas simbolizaron"
"Indicativo
Pretérito

Ustedes [simbolizar]";"Ustedes simbolizaron"
"Indicativo
Pretérito

yo [situar]";"yo situé"
"Indicativo
Pretérito

tú [situar]";"tú situaste"
"Indicativo
Pretérito

él [situar]";"él situó"
"Indicativo
Pretérito

ella [situar]";"ella situó"
"Indicativo
Pretérito

Usted [situar]";"Usted situó"
"Indicativo
Pretérito

nosotros [situar]";"nosotros situamos"
"Indicativo
Pretérito

nosotras [situar]";"nosotras situamos"
"Indicativo
Pretérito

vosotros [situar]";"vosotros situasteis"
"Indicativo
Pretérito

vosotras [situar]";"vosotras situasteis"
"Indicativo
Pretérito

ellos [situar]";"ellos situaron"
"Indicativo
Pretérito

ellas [situar]";"ellas situaron"
"Indicativo
Pretérito

Ustedes [situar]";"Ustedes situaron"
"Indicativo
Pretérito

yo [sonar]";"yo soné"
"Indicativo
Pretérito

tú [sonar]";"tú sonaste"
"Indicativo
Pretérito

él [sonar]";"él sonó"
"Indicativo
Pretérito

ella [sonar]";"ella sonó"
"Indicativo
Pretérito

Usted [sonar]";"Usted sonó"
"Indicativo
Pretérito

nosotros [sonar]";"nosotros sonamos"
"Indicativo
Pretérito

nosotras [sonar]";"nosotras sonamos"
"Indicativo
Pretérito

vosotros [sonar]";"vosotros sonasteis"
"Indicativo
Pretérito

vosotras [sonar]";"vosotras sonasteis"
"Indicativo
Pretérito

ellos [sonar]";"ellos sonaron"
"Indicativo
Pretérito

ellas [sonar]";"ellas sonaron"
"Indicativo
Pretérito

Ustedes [sonar]";"Ustedes sonaron"
"Indicativo
Pretérito

yo [soñar]";"yo soñé"
"Indicativo
Pretérito

tú [soñar]";"tú soñaste"
"Indicativo
Pretérito

él [soñar]";"él soñó"
"Indicativo
Pretérito

ella [soñar]";"ella soñó"
"Indicativo
Pretérito

Usted [soñar]";"Usted soñó"
"Indicativo
Pretérito

nosotros [soñar]";"nosotros soñamos"
"Indicativo
Pretérito

nosotras [soñar]";"nosotras soñamos"
"Indicativo
Pretérito

vosotros [soñar]";"vosotros soñasteis"
"Indicativo
Pretérito

vosotras [soñar]";"vosotras soñasteis"
"Indicativo
Pretérito

ellos [soñar]";"ellos soñaron"
"Indicativo
Pretérito

ellas [soñar]";"ellas soñaron"
"Indicativo
Pretérito

Ustedes [soñar]";"Ustedes soñaron"
"Indicativo
Pretérito

yo [soportar]";"yo soporté"
"Indicativo
Pretérito

tú [soportar]";"tú soportaste"
"Indicativo
Pretérito

él [soportar]";"él soportó"
"Indicativo
Pretérito

ella [soportar]";"ella soportó"
"Indicativo
Pretérito

Usted [soportar]";"Usted soportó"
"Indicativo
Pretérito

nosotros [soportar]";"nosotros soportamos"
"Indicativo
Pretérito

nosotras [soportar]";"nosotras soportamos"
"Indicativo
Pretérito

vosotros [soportar]";"vosotros soportasteis"
"Indicativo
Pretérito

vosotras [soportar]";"vosotras soportasteis"
"Indicativo
Pretérito

ellos [soportar]";"ellos soportaron"
"Indicativo
Pretérito

ellas [soportar]";"ellas soportaron"
"Indicativo
Pretérito

Ustedes [soportar]";"Ustedes soportaron"
"Indicativo
Pretérito

yo [suspirar]";"yo suspiré"
"Indicativo
Pretérito

tú [suspirar]";"tú suspiraste"
"Indicativo
Pretérito

él [suspirar]";"él suspiró"
"Indicativo
Pretérito

ella [suspirar]";"ella suspiró"
"Indicativo
Pretérito

Usted [suspirar]";"Usted suspiró"
"Indicativo
Pretérito

nosotros [suspirar]";"nosotros suspiramos"
"Indicativo
Pretérito

nosotras [suspirar]";"nosotras suspiramos"
"Indicativo
Pretérito

vosotros [suspirar]";"vosotros suspirasteis"
"Indicativo
Pretérito

vosotras [suspirar]";"vosotras suspirasteis"
"Indicativo
Pretérito

ellos [suspirar]";"ellos suspiraron"
"Indicativo
Pretérito

ellas [suspirar]";"ellas suspiraron"
"Indicativo
Pretérito

Ustedes [suspirar]";"Ustedes suspiraron"
"Indicativo
Pretérito

yo [tapar]";"yo tapé"
"Indicativo
Pretérito

tú [tapar]";"tú tapaste"
"Indicativo
Pretérito

él [tapar]";"él tapó"
"Indicativo
Pretérito

ella [tapar]";"ella tapó"
"Indicativo
Pretérito

Usted [tapar]";"Usted tapó"
"Indicativo
Pretérito

nosotros [tapar]";"nosotros tapamos"
"Indicativo
Pretérito

nosotras [tapar]";"nosotras tapamos"
"Indicativo
Pretérito

vosotros [tapar]";"vosotros tapasteis"
"Indicativo
Pretérito

vosotras [tapar]";"vosotras tapasteis"
"Indicativo
Pretérito

ellos [tapar]";"ellos taparon"
"Indicativo
Pretérito

ellas [tapar]";"ellas taparon"
"Indicativo
Pretérito

Ustedes [tapar]";"Ustedes taparon"
"Indicativo
Pretérito

yo [tardar]";"yo tardé"
"Indicativo
Pretérito

tú [tardar]";"tú tardaste"
"Indicativo
Pretérito

él [tardar]";"él tardó"
"Indicativo
Pretérito

ella [tardar]";"ella tardó"
"Indicativo
Pretérito

Usted [tardar]";"Usted tardó"
"Indicativo
Pretérito

nosotros [tardar]";"nosotros tardamos"
"Indicativo
Pretérito

nosotras [tardar]";"nosotras tardamos"
"Indicativo
Pretérito

vosotros [tardar]";"vosotros tardasteis"
"Indicativo
Pretérito

vosotras [tardar]";"vosotras tardasteis"
"Indicativo
Pretérito

ellos [tardar]";"ellos tardaron"
"Indicativo
Pretérito

ellas [tardar]";"ellas tardaron"
"Indicativo
Pretérito

Ustedes [tardar]";"Ustedes tardaron"
"Indicativo
Pretérito

yo [terminar]";"yo terminé"
"Indicativo
Pretérito

tú [terminar]";"tú terminaste"
"Indicativo
Pretérito

él [terminar]";"él terminó"
"Indicativo
Pretérito

ella [terminar]";"ella terminó"
"Indicativo
Pretérito

Usted [terminar]";"Usted terminó"
"Indicativo
Pretérito

nosotros [terminar]";"nosotros terminamos"
"Indicativo
Pretérito

nosotras [terminar]";"nosotras terminamos"
"Indicativo
Pretérito

vosotros [terminar]";"vosotros terminasteis"
"Indicativo
Pretérito

vosotras [terminar]";"vosotras terminasteis"
"Indicativo
Pretérito

ellos [terminar]";"ellos terminaron"
"Indicativo
Pretérito

ellas [terminar]";"ellas terminaron"
"Indicativo
Pretérito

Ustedes [terminar]";"Ustedes terminaron"
"Indicativo
Pretérito

yo [tirar]";"yo tiré"
"Indicativo
Pretérito

tú [tirar]";"tú tiraste"
"Indicativo
Pretérito

él [tirar]";"él tiró"
"Indicativo
Pretérito

ella [tirar]";"ella tiró"
"Indicativo
Pretérito

Usted [tirar]";"Usted tiró"
"Indicativo
Pretérito

nosotros [tirar]";"nosotros tiramos"
"Indicativo
Pretérito

nosotras [tirar]";"nosotras tiramos"
"Indicativo
Pretérito

vosotros [tirar]";"vosotros tirasteis"
"Indicativo
Pretérito

vosotras [tirar]";"vosotras tirasteis"
"Indicativo
Pretérito

ellos [tirar]";"ellos tiraron"
"Indicativo
Pretérito

ellas [tirar]";"ellas tiraron"
"Indicativo
Pretérito

Ustedes [tirar]";"Ustedes tiraron"
"Indicativo
Pretérito

yo [tocar]";"yo toqué"
"Indicativo
Pretérito

tú [tocar]";"tú tocaste"
"Indicativo
Pretérito

él [tocar]";"él tocó"
"Indicativo
Pretérito

ella [tocar]";"ella tocó"
"Indicativo
Pretérito

Usted [tocar]";"Usted tocó"
"Indicativo
Pretérito

nosotros [tocar]";"nosotros tocamos"
"Indicativo
Pretérito

nosotras [tocar]";"nosotras tocamos"
"Indicativo
Pretérito

vosotros [tocar]";"vosotros tocasteis"
"Indicativo
Pretérito

vosotras [tocar]";"vosotras tocasteis"
"Indicativo
Pretérito

ellos [tocar]";"ellos tocaron"
"Indicativo
Pretérito

ellas [tocar]";"ellas tocaron"
"Indicativo
Pretérito

Ustedes [tocar]";"Ustedes tocaron"
"Indicativo
Pretérito

yo [tomar]";"yo tomé"
"Indicativo
Pretérito

tú [tomar]";"tú tomaste"
"Indicativo
Pretérito

él [tomar]";"él tomó"
"Indicativo
Pretérito

ella [tomar]";"ella tomó"
"Indicativo
Pretérito

Usted [tomar]";"Usted tomó"
"Indicativo
Pretérito

nosotros [tomar]";"nosotros tomamos"
"Indicativo
Pretérito

nosotras [tomar]";"nosotras tomamos"
"Indicativo
Pretérito

vosotros [tomar]";"vosotros tomasteis"
"Indicativo
Pretérito

vosotras [tomar]";"vosotras tomasteis"
"Indicativo
Pretérito

ellos [tomar]";"ellos tomaron"
"Indicativo
Pretérito

ellas [tomar]";"ellas tomaron"
"Indicativo
Pretérito

Ustedes [tomar]";"Ustedes tomaron"
"Indicativo
Pretérito

yo [trabajar]";"yo trabajé"
"Indicativo
Pretérito

tú [trabajar]";"tú trabajaste"
"Indicativo
Pretérito

él [trabajar]";"él trabajó"
"Indicativo
Pretérito

ella [trabajar]";"ella trabajó"
"Indicativo
Pretérito

Usted [trabajar]";"Usted trabajó"
"Indicativo
Pretérito

nosotros [trabajar]";"nosotros trabajamos"
"Indicativo
Pretérito

nosotras [trabajar]";"nosotras trabajamos"
"Indicativo
Pretérito

vosotros [trabajar]";"vosotros trabajasteis"
"Indicativo
Pretérito

vosotras [trabajar]";"vosotras trabajasteis"
"Indicativo
Pretérito

ellos [trabajar]";"ellos trabajaron"
"Indicativo
Pretérito

ellas [trabajar]";"ellas trabajaron"
"Indicativo
Pretérito

Ustedes [trabajar]";"Ustedes trabajaron"
"Indicativo
Pretérito

yo [tragar]";"yo tragué"
"Indicativo
Pretérito

tú [tragar]";"tú tragaste"
"Indicativo
Pretérito

él [tragar]";"él tragó"
"Indicativo
Pretérito

ella [tragar]";"ella tragó"
"Indicativo
Pretérito

Usted [tragar]";"Usted tragó"
"Indicativo
Pretérito

nosotros [tragar]";"nosotros tragamos"
"Indicativo
Pretérito

nosotras [tragar]";"nosotras tragamos"
"Indicativo
Pretérito

vosotros [tragar]";"vosotros tragasteis"
"Indicativo
Pretérito

vosotras [tragar]";"vosotras tragasteis"
"Indicativo
Pretérito

ellos [tragar]";"ellos tragaron"
"Indicativo
Pretérito

ellas [tragar]";"ellas tragaron"
"Indicativo
Pretérito

Ustedes [tragar]";"Ustedes tragaron"
"Indicativo
Pretérito

yo [tratar]";"yo traté"
"Indicativo
Pretérito

tú [tratar]";"tú trataste"
"Indicativo
Pretérito

él [tratar]";"él trató"
"Indicativo
Pretérito

ella [tratar]";"ella trató"
"Indicativo
Pretérito

Usted [tratar]";"Usted trató"
"Indicativo
Pretérito

nosotros [tratar]";"nosotros tratamos"
"Indicativo
Pretérito

nosotras [tratar]";"nosotras tratamos"
"Indicativo
Pretérito

vosotros [tratar]";"vosotros tratasteis"
"Indicativo
Pretérito

vosotras [tratar]";"vosotras tratasteis"
"Indicativo
Pretérito

ellos [tratar]";"ellos trataron"
"Indicativo
Pretérito

ellas [tratar]";"ellas trataron"
"Indicativo
Pretérito

Ustedes [tratar]";"Ustedes trataron"
"Indicativo
Pretérito

yo [triunfar]";"yo triunfé"
"Indicativo
Pretérito

tú [triunfar]";"tú triunfaste"
"Indicativo
Pretérito

él [triunfar]";"él triunfó"
"Indicativo
Pretérito

ella [triunfar]";"ella triunfó"
"Indicativo
Pretérito

Usted [triunfar]";"Usted triunfó"
"Indicativo
Pretérito

nosotros [triunfar]";"nosotros triunfamos"
"Indicativo
Pretérito

nosotras [triunfar]";"nosotras triunfamos"
"Indicativo
Pretérito

vosotros [triunfar]";"vosotros triunfasteis"
"Indicativo
Pretérito

vosotras [triunfar]";"vosotras triunfasteis"
"Indicativo
Pretérito

ellos [triunfar]";"ellos triunfaron"
"Indicativo
Pretérito

ellas [triunfar]";"ellas triunfaron"
"Indicativo
Pretérito

Ustedes [triunfar]";"Ustedes triunfaron"
"Indicativo
Pretérito

yo [tropezar]";"yo tropecé"
"Indicativo
Pretérito

tú [tropezar]";"tú tropezaste"
"Indicativo
Pretérito

él [tropezar]";"él tropezó"
"Indicativo
Pretérito

ella [tropezar]";"ella tropezó"
"Indicativo
Pretérito

Usted [tropezar]";"Usted tropezó"
"Indicativo
Pretérito

nosotros [tropezar]";"nosotros tropezamos"
"Indicativo
Pretérito

nosotras [tropezar]";"nosotras tropezamos"
"Indicativo
Pretérito

vosotros [tropezar]";"vosotros tropezasteis"
"Indicativo
Pretérito

vosotras [tropezar]";"vosotras tropezasteis"
"Indicativo
Pretérito

ellos [tropezar]";"ellos tropezaron"
"Indicativo
Pretérito

ellas [tropezar]";"ellas tropezaron"
"Indicativo
Pretérito

Ustedes [tropezar]";"Ustedes tropezaron"
"Indicativo
Pretérito

yo [ubicar]";"yo ubiqué"
"Indicativo
Pretérito

tú [ubicar]";"tú ubicaste"
"Indicativo
Pretérito

él [ubicar]";"él ubicó"
"Indicativo
Pretérito

ella [ubicar]";"ella ubicó"
"Indicativo
Pretérito

Usted [ubicar]";"Usted ubicó"
"Indicativo
Pretérito

nosotros [ubicar]";"nosotros ubicamos"
"Indicativo
Pretérito

nosotras [ubicar]";"nosotras ubicamos"
"Indicativo
Pretérito

vosotros [ubicar]";"vosotros ubicasteis"
"Indicativo
Pretérito

vosotras [ubicar]";"vosotras ubicasteis"
"Indicativo
Pretérito

ellos [ubicar]";"ellos ubicaron"
"Indicativo
Pretérito

ellas [ubicar]";"ellas ubicaron"
"Indicativo
Pretérito

Ustedes [ubicar]";"Ustedes ubicaron"
"Indicativo
Pretérito

yo [untar]";"yo unté"
"Indicativo
Pretérito

tú [untar]";"tú untaste"
"Indicativo
Pretérito

él [untar]";"él untó"
"Indicativo
Pretérito

ella [untar]";"ella untó"
"Indicativo
Pretérito

Usted [untar]";"Usted untó"
"Indicativo
Pretérito

nosotros [untar]";"nosotros untamos"
"Indicativo
Pretérito

nosotras [untar]";"nosotras untamos"
"Indicativo
Pretérito

vosotros [untar]";"vosotros untasteis"
"Indicativo
Pretérito

vosotras [untar]";"vosotras untasteis"
"Indicativo
Pretérito

ellos [untar]";"ellos untaron"
"Indicativo
Pretérito

ellas [untar]";"ellas untaron"
"Indicativo
Pretérito

Ustedes [untar]";"Ustedes untaron"
"Indicativo
Pretérito

yo [usar]";"yo usé"
"Indicativo
Pretérito

tú [usar]";"tú usaste"
"Indicativo
Pretérito

él [usar]";"él usó"
"Indicativo
Pretérito

ella [usar]";"ella usó"
"Indicativo
Pretérito

Usted [usar]";"Usted usó"
"Indicativo
Pretérito

nosotros [usar]";"nosotros usamos"
